,en_curid,name,numlangs,birthcity,birthstate,countryName,countryCode,countryCode3,LAT,LON,continentName,birthyear,gender,occupation,industry,domain,TotalPageViews,L_star,StdDevPageViews,PageViewsEnglish,PageViewsNonEnglish,AverageViews,HPI
10682,14995351,Michael Jackson,147,Gary,IN,UNITED STATES,US,USA,41.595556,-87.34527800000001,North America,1958,Male,MUSICIAN,MUSIC,ARTS,145250649,8.38490561,3368345.812,67216609,78034040,988099.6531,25.52471712
9696,2731583,Adolf Hitler,169,Braunau am Inn,,AUSTRIA,AT,AUT,48.258333,13.035,Europe,1889,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,128368798,11.13476341,433357.9528,52363146,76005652,759578.6864,30.57781964
11073,23680998,Justin Bieber,94,London,,CANADA,CA,CAN,42.9837,-81.2497,North America,1994,Male,SINGER,MUSIC,ARTS,113558067,6.77110505,1171017.672,59787119,53770948,1208064.543,19.39222745
7346,534366,Barack Obama,200,Honolulu,HI,UNITED STATES,US,USA,21.3,-157.816667,North America,1961,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,112536577,5.514038200000001,1409146.656,72672000,39864577,562682.885,24.88903245
10007,4429395,Eminem,83,Saint Joseph,MO,UNITED STATES,US,USA,39.758055999999996,-94.836667,North America,1972,Male,SINGER,MUSIC,ARTS,108953700,5.623832985,527802.5091,66505927,42447773,1312695.1809999999,23.29884794
9093,17782843,Lady Gaga,133,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1986,Female,MUSICIAN,MUSIC,ARTS,104562647,6.899731452999999,1002621.618,56998631,47564016,786185.3158,21.10450737
10407,8135890,Miley Cyrus,72,Nashville,TN,UNITED STATES,US,USA,36.166667,-86.783333,North America,1992,Female,ACTOR,FILM AND THEATRE,ARTS,91947733,6.703493592,372942.097,48648525,43299208,1277051.847,20.18998484
7715,623737,Cristiano Ronaldo,87,Santo António,,PORTUGAL,PT,PRT,32.691389,-16.945278,Europe,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,91677973,11.20180249,642407.5475,35138959,56539014,1053769.805,21.82025014
9439,2110323,Rihanna,85,Saint Michael Parish,,BARBADOS,BB,BRB,13.116667000000001,-59.6,North America,1988,Female,SINGER,MUSIC,ARTS,89939558,6.680081381,473559.3472,48884278,41055280,1058112.447,20.73551789
7,736,Albert Einstein,166,Ulm,,Germany,DE,DEU,48.4,9.983333,Europe,1879,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,89771090,11.50120142,342755.955,34276454,55494636,540789.6988,30.21061426
890,18079,Leonardo da Vinci,174,Vinci,,ITALY,IT,ITA,43.783333,10.916667,Europe,1452,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,88931135,13.211040900000002,352568.6025,29240525,59690610,511098.477,31.46442822
10286,6844407,Selena Gomez,96,Grand Prairie,TX,United States,US,USA,32.715278000000005,-97.016944,North America,1992,Female,SINGER,MUSIC,ARTS,87742946,6.739624416,577493.6444,45645833,42097113,913989.0208,19.97080402
2865,71870,Johnny Depp,80,Owensboro,KY,UNITED STATES,US,USA,37.757748,-87.11839,North America,1963,Male,ACTOR,FILM AND THEATRE,ARTS,83016743,8.01557424,412044.1787,36362738,46654005,1037709.288,25.11546853
9464,2150841,Lionel Messi,95,Rosario,,ARGENTINA,AR,ARG,-32.95,-60.666667000000004,South America,1987,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,82454215,10.86628137,786769.4107,29688186,52766029,867939.1053,21.16082228
10202,7412236,Steve Jobs,122,San Francisco-Bay Area,CA,UNITED STATES,US,USA,37.783333,-122.41666699999999,North America,1955,Male,DESIGNER,DESIGN,ARTS,78372660,6.253179427,2303998.692,45627865,32744795,642398.8525,24.40623329
1517,32897,William Shakespeare,163,Stratford-upon-Avon,,UNITED KINGDOM,GB,GBR,52.19,-1.71,Europe,1564,Male,WRITER,LANGUAGE,HUMANITIES,74882297,9.561149928999999,309569.1378,36186934,38695363,459400.5951,30.43979957
7081,5792809,Angelina Jolie,91,Los Angeles,CA,UNITED STATES,US,USA,34.05,-118.25,North America,1975,Female,ACTOR,FILM AND THEATRE,ARTS,68213700,7.66565495,300252.032,34643640,33570060,749601.0989,23.07840216
10992,21492751,Nelson Mandela,133,Mvezo,,SOUTH AFRICA,ZA,ZAF,-31.95,28.516,Africa,1918,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,67714052,8.537412722000001,1850487.254,31271016,36443036,509128.2105,27.05417449
7162,19394613,Kim Kardashian,44,Los Angeles,CA,UNITED STATES,US,USA,34.05,-118.25,North America,1980,Female,CELEBRITY,MEDIA PERSONALITY,PUBLIC FIGURE,66670205,3.628774929,380555.18700000003,47834822,18835383,1515231.9319999998,19.95003135
0,307,Abraham Lincoln,131,Hodgenville,KY,UNITED STATES,US,USA,37.571111,-85.73861099999999,North America,1809,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,66145211,5.801386687000001,586914.7220000001,41477236,24667975,504925.2748,27.93858549
4344,168540,Lil Wayne,46,New Orleans,LA,United States,US,USA,,,North America,1982,Male,SINGER,MUSIC,ARTS,64484487,2.563680289,191932.8068,52129870,12354617,1401836.674,19.54566371
4232,19318,Marilyn Monroe,143,Los Angeles,CA,United States,US,USA,34.05,-118.25,North America,1926,Female,ACTOR,FILM AND THEATRE,ARTS,63671491,8.509240719,429637.8174,31088742,32582749,445255.1818,28.34664613
10937,2844938,Mark Zuckerberg,85,Lower Hudson Valley,NY,United States,US,USA,41.04,-73.778611,North America,1984,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,62640549,5.167148006000001,953554.1396,39243182,23397367,736947.6353,19.53325962
10429,16477368,Katy Perry,72,Santa Barbara,CA,UNITED STATES,US,USA,34.425833000000004,-119.71416699999999,North America,1984,Female,SINGER,MUSIC,ARTS,61762831,5.34760576,399078.4206,36463275,25299556,857817.0972,20.33669307
10418,8239846,Bob Marley,91,Nine Mile,,Jamaica,JM,JAM,18.2978,-77.2781,North America,1945,Male,MUSICIAN,MUSIC,ARTS,60597640,8.385502473999999,282620.4251,25535582,35062058,665908.1319,27.85925146
8689,1095706,Jesus Christ,214,Judea,,Israel,IL,ISR,32.5,34.9,Asia,-4,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,60299092,12.10740961,257209.9608,25370206,34928886,281771.4579,31.89812954
648,14627,Isaac Newton,191,Woolsthorpe-by-Colsterworth,,UNITED KINGDOM,GB,GBR,52.809863,-0.6287699999999999,Europe,1642,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,59909049,11.08877577,337188.2398,21655482,38253567,313659.9424,30.28886726
3382,31341,Tupac Shakur,69,New York,NY,United States,US,USA,,,North America,1971,Male,SINGER,MUSIC,ARTS,59789956,5.296005803,200147.609,36806550,22983406,866521.1014,22.97037287
9279,1769827,Megan Fox,63,Oak Ridge,TN,UNITED STATES,US,USA,36.013333,-84.2625,North America,1986,Female,ACTOR,FILM AND THEATRE,ARTS,59594557,5.225347332,373241.8057,33823561,25770996,945945.3492,19.89242976
11021,22570683,Nicki Minaj,53,Saint James,,Trinidad and Tobago,TT,TTO,,,North America,1982,Female,SINGER,MUSIC,ARTS,59132166,3.63078741,688440.0929,42689615,16442551,1115701.245,18.95723004
10152,5422144,Taylor Swift,68,Reading,PA,United States,US,USA,40.341667,-75.926389,North America,1989,Female,ACTOR,FILM AND THEATRE,ARTS,58688243,4.900938108,422497.3338,37700341,20987902,863062.3971,19.0465892
179,3382,Britney Spears,94,McComb,MS,UNITED STATES,US,USA,31.244472,-90.471592,North America,1981,Female,SINGER,MUSIC,ARTS,58474806,7.014087593999999,181731.4988,30872137,27602669,622072.4043,22.19322186
234,5635,Christopher Columbus,153,Genoa,,ITALY,IT,ITA,44.411111,8.932777999999999,Europe,1451,Male,EXPLORER,EXPLORERS,EXPLORATION,58442090,9.563078281000001,333686.1166,21280951,37161139,381974.4444,30.1752596
698,15852,John Lennon,101,Liverpool,,UNITED KINGDOM,GB,GBR,53.4,-3.0,Europe,1940,Male,MUSICIAN,MUSIC,ARTS,58141089,8.170949385,522539.2213,27258263,30882826,575654.3465,27.49159044
4626,5119376,John F. Kennedy,116,Boston,MA,UNITED STATES,US,USA,42.331666999999996,-71.121667,North America,1917,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,57596834,6.577612161,390275.9941,33052400,24544434,496524.43100000004,27.66344149
2815,69880,Napoleon Bonaparte,145,Corsica,,France,FR,FRA,41.9267,8.7369,Europe,1769,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,57559307,15.88070382,290984.8476,13172600,44386707,396960.7379,30.32629158
1782,42068,Freddie Mercury,75,Stone Town,,Tanzania,TZ,TZA,-6.164944,39.198789,Africa,1946,Male,MUSICIAN,MUSIC,ARTS,56680942,9.537032834,700057.3148,23306094,33374848,755745.8933,26.617821799999998
1183,24176,Pablo Picasso,143,Málaga,,SPAIN,ES,ESP,36.719444,-4.42,Europe,1881,Male,PAINTER,FINE ARTS,ARTS,56598798,11.36247557,228618.5429,18892061,37706737,395795.7902,29.59572938
1,308,Aristotle,152,Stageira,,Greece,GR,GRC,40.333333,23.5,Europe,-384,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,56355172,11.91459682,201067.4607,15745351,40609821,370757.7105,31.99379508
1634,37313,Bruce Lee,84,San Francisco-Bay Area,CA,UNITED STATES,US,USA,37.794722,-122.40722199999999,North America,1940,Male,ACTOR,FILM AND THEATRE,ARTS,56281877,7.955667301,267732.5169,28409150,27872727,670022.3452,27.81424619
6752,400738,Mila Kunis,80,Chernivtsi,,UKRAINE,UA,UKR,48.3,25.933332999999998,Europe,1983,Female,ACTOR,FILM AND THEATRE,ARTS,56135643,4.348190411,529769.0509,36542167,19593476,701695.5375,19.76807215
359,9288,Elvis Presley,118,Tupelo,MS,UNITED STATES,US,USA,34.259722,-88.725833,North America,1935,Male,SINGER,MUSIC,ARTS,55896331,8.724884471000001,205967.6053,26072801,29823530,473697.7203,28.617242200000003
3970,154698,Will Smith,74,Philadelphia,PA,United States,US,USA,,,North America,1968,Male,ACTOR,FILM AND THEATRE,ARTS,55709750,5.8016256020000005,246661.6217,30098646,25611104,752834.4595,23.43846468
7037,2629332,Kristen Stewart,58,Los Angeles,CA,UNITED STATES,US,USA,34.05,-118.25,North America,1990,Female,ACTOR,FILM AND THEATRE,ARTS,55438548,6.233086233,382023.0596,29122743,26315805,955837.0345,19.22437349
1928,44849,Brad Pitt,86,Shawnee,OK,United States,US,USA,35.3425,-96.93388900000001,North America,1963,Male,ACTOR,FILM AND THEATRE,ARTS,55005621,7.784187874,227006.832,25372370,29633251,639600.2442,24.88917907
10645,13623554,Che Guevara,129,Rosario,,Argentina,AR,ARG,-32.95,-60.666667000000004,South America,1928,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,54896869,10.37571124,175079.21899999998,22644885,32251984,425557.124,29.16437253
10260,6479315,Shakira,93,Barranquilla,,COLOMBIA,CO,COL,10.963889,-74.796389,South America,1977,Female,SINGER,MUSIC,ARTS,54558771,8.655916069,347787.8847,22265000,32293771,586653.4516,22.48782196
10583,12153654,Elizabeth II of the United Kingdom,127,London,,United Kingdom,GB,GBR,51.508755,-0.14743,Europe,1926,Female,NOBLEMAN,GOVERNMENT,INSTITUTIONS,54551771,8.398767746,766207.7959,26927799,27623972,429541.5039,27.31672427
103,1806,Arnold Schwarzenegger,87,Thal,,AUSTRIA,AT,AUT,47.078333,15.354167000000002,Europe,1947,Male,ACTOR,FILM AND THEATRE,ARTS,54504491,6.8140164379999995,262881.5121,29269804,25234687,626488.4023,26.93705727
185,3747,Bill Gates,123,Seattle,WA,UNITED STATES,US,USA,47.609722,-122.333056,North America,1955,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,54216010,7.804876131,223586.8329,28776520,25439490,440780.5691,26.34771663
4373,52711,Leonardo DiCaprio,78,Los Angeles,CA,UNITED STATES,US,USA,34.05,-118.25,North America,1974,Male,ACTOR,FILM AND THEATRE,ARTS,53901927,6.901818212999999,359132.3371,27364717,26537210,691050.3462,22.33124629
10606,12520860,Demi Lovato,84,Albuquerque,NM,UNITED STATES,US,USA,35.110703,-106.609991,North America,1992,Female,SINGER,MUSIC,ARTS,53414996,5.775025658,313306.1234,29050645,24364351,635892.8095,19.25114975
10736,17173785,Heath Ledger,73,Perth,,AUSTRALIA,AU,AUS,-31.952221999999995,115.85888899999999,Oceania,1979,Male,ACTOR,FILM AND THEATRE,ARTS,53298524,7.100919451,592128.5141,25999636,27298888,730116.7671,20.99718862
3177,83688,Beyoncé,86,Houston,TX,UNITED STATES,US,USA,29.762778000000004,-95.38305600000001,North America,1981,Female,SINGER,MUSIC,ARTS,53049791,6.111313994,346474.19700000004,31191963,21857828,616858.0349,20.99049909
1529,33163,Wolfgang Amadeus Mozart,177,Salzburg,,AUSTRIA,AT,AUT,47.8,13.033333,Europe,1756,Male,COMPOSER,MUSIC,ARTS,51363334,14.32879009,200431.5843,15190328,36173006,290188.3277,30.51459729
11102,24041298,Robert Pattinson,64,London,,UNITED KINGDOM,GB,GBR,51.507222,-0.1275,Europe,1986,Male,ACTOR,FILM AND THEATRE,ARTS,50103232,6.889617599999999,390073.8104,24543217,25560015,782863.0,19.95886375
3141,20455,Michael Jordan,75,New York,NY,UNITED STATES,US,USA,40.692778000000004,-73.990278,North America,1963,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,49879093,5.077656822,262167.1281,31236048,18643045,665054.5733,23.61981587
3111,156126,The Rock,45,San Francisco-Bay Area,CA,UNITED STATES,US,USA,37.668889,-122.08083300000001,North America,1972,Male,ACTOR,FILM AND THEATRE,ARTS,49588797,4.365727869,409508.3576,31380680,18208117,1101973.267,21.05364111
10408,8145410,Charles Darwin,148,Shrewsbury,,UNITED KINGDOM,GB,GBR,52.712778,-2.763194,Europe,1809,Male,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,49582198,9.597596014,306246.8567,17217211,32364987,335014.8514,29.19785486
10861,19376148,Stephen Hawking,84,Oxford,,UNITED KINGDOM,GB,GBR,51.751944,-1.257778,Europe,1942,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,48854549,6.849005858,353873.8329,26145454,22709095,581601.7738,27.01906614
9978,345802,John Cena,53,West Newbury,MA,UNITED STATES,US,USA,42.801389,-70.990278,North America,1977,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,48740783,5.312117568,229723.0381,27756660,20984123,919637.4151,21.30810964
628,14187,Henry VIII of England,77,Greenwhich,,United Kingdom,GB,GBR,51.482222,-0.006667,Europe,1491,Male,NOBLEMAN,GOVERNMENT,INSTITUTIONS,48601509,4.961557194,181680.7939,30820916,17780593,631188.4286,28.46558867
10808,31460,Tom Cruise,82,Syracuse,NY,UNITED STATES,US,USA,43.046944,-76.144444,North America,1962,Male,ACTOR,FILM AND THEATRE,ARTS,48511575,6.958254548999999,323688.2455,25325423,23186152,591604.5732,24.16075137
8,783,Alexander the Great,138,Pella,,Greece,GR,GRC,40.8,22.516667,Europe,-356,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,48358148,11.18240645,153675.9172,19942587,28415561,350421.3623,31.58395203
11246,29688374,Galileo Galilei,146,Pisa,,ITALY,IT,ITA,43.716667,10.4,Europe,1564,Male,ASTRONOMER,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,48254299,10.036026,252356.3807,16030226,32224073,330508.8973,29.96002978
871,17914,Ludwig van Beethoven,153,Bonn,,Germany,DE,DEU,50.733992,7.099814,Europe,1770,Male,COMPOSER,MUSIC,ARTS,48132344,13.29179204,193043.0815,15940948,32191396,314590.4837,30.10933081
2685,16175,Jennifer Lopez,74,New York,NY,United States,US,USA,,,North America,1969,Female,SINGER,MUSIC,ARTS,47371469,7.262349477999999,391698.2742,24031252,23340217,640154.9865,22.78650452
9494,20913246,Scarlett Johansson,91,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1984,Female,ACTOR,FILM AND THEATRE,ARTS,47029383,6.01691495,285373.8616,25225160,21804223,516806.4066,20.60295765
3845,149243,Emma Watson,76,Paris,,FRANCE,FR,FRA,48.8567,2.3508,Europe,1990,Female,ACTOR,FILM AND THEATRE,ARTS,46840359,7.132567474,387006.8162,23324583,23515776,616320.5132,19.335473999999998
1061,22954,Plato,142,Athens,,Greece,GR,GRC,37.96666667,23.71666667,Europe,-427,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,46812003,12.976361500000001,141928.3361,13495410,33316593,329661.993,31.988761800000002
813,16743,Karl Marx,148,Trier,,Germany,DE,DEU,49.75,6.633333,Europe,1818,Male,ECONOMIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,46599942,11.44256513,170216.1039,14987534,31612408,314864.473,29.8428975
810,16707,Kurt Cobain,68,Aberdeen,WA,UNITED STATES,US,USA,46.975833,-123.818611,North America,1967,Male,SINGER,MUSIC,ARTS,46176455,8.04822291,198963.6771,20350744,25825711,679065.5147,23.87548658
8470,939583,Amy Winehouse,78,London,,UNITED KINGDOM,GB,GBR,51.6316,-0.1265,Europe,1983,Female,MUSICIAN,MUSIC,ARTS,46157347,6.383099218,1874854.165,24292762,21864585,591760.8589999999,18.77676007
1687,38459,Natalie Portman,78,Jerusalem,,Israel,IL,ISR,31.783333000000002,35.216667,Asia,1981,Female,ACTOR,FILM AND THEATRE,ARTS,45549617,6.299222889,401406.8861,23914348,21635269,583969.4487,20.61331482
1047,22468,Osama bin Laden,123,Riyadh,,SAUDI ARABIA,SA,SAU,24.633333,46.716667,Asia,1957,Male,EXTREMIST,OUTLAWS,PUBLIC FIGURE,45515336,6.984530072,1717072.345,25949800,19565536,370043.3821,23.44960223
1507,32603,Vincent van Gogh,155,Zundert,,NETHERLANDS,NL,NLD,51.466667,4.6666669999999995,Europe,1853,Male,PAINTER,FINE ARTS,ARTS,45449125,12.26422221,170689.1884,15364519,30084606,293220.1613,29.73843803
5920,278119,Charlie Sheen,51,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1965,Male,ACTOR,FILM AND THEATRE,ARTS,44461809,5.176825368,642139.6176,25622979,18838830,871800.1765,21.93798647
924,19379,Mahatma Gandhi,138,Porbandar,,India,IN,IND,21.63,69.6,Asia,1869,Male,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,44366012,13.79714826,298992.4818,12381740,31984272,321492.8406,29.14057736
3706,144936,Jackie Chan,81,Victoria Peak,,,HK,HKG,22.275469,114.143828,Asia,1954,Male,ACTOR,FILM AND THEATRE,ARTS,44209817,8.512264477999999,232011.2176,20340484,23869333,545800.2099,25.86720547
4267,165507,Avril Lavigne,103,Belleville,,CANADA,CA,CAN,44.166667,-77.383333,North America,1984,Female,MUSICIAN,MUSIC,ARTS,43963702,8.458331448,205053.4208,19626538,24337164,426832.0583,21.44042664
3915,61404,Sylvester Stallone,74,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1946,Male,ACTOR,FILM AND THEATRE,ARTS,43805205,7.467098797999999,293800.3024,21338758,22466447,591962.2297,26.57451983
10925,39942,Jennifer Aniston,70,Los Angeles,CA,UNITED STATES,US,USA,34.151111,-118.448333,North America,1969,Female,ACTOR,FILM AND THEATRE,ARTS,43727724,5.654944451,209638.7591,25563882,18163842,624681.7714,22.77508472
1359,26743,Sigmund Freud,134,Příbor,,CZECH REPUBLIC,CZ,CZE,49.638611,18.143889,Europe,1856,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,43475930,10.7452081,123892.964,16083424,27392506,324447.2388,29.62926871
708,15924,Julius Caesar,128,Rome,,Italy,IT,ITA,41.9,12.5,Europe,-100,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,43088745,10.80139172,157206.0732,18319789,24768956,336630.8203,31.116138899999996
915,18934,Muhammad,150,Mecca,,SAUDI ARABIA,SA,SAU,21.416667,39.816666999999995,Asia,570,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,43026648,11.77960382,242307.4878,18312209,24714439,286844.32,30.65003211
677,15641,Joseph Stalin,134,Gori,,Georgia,GE,GEO,41.966667,44.1,Asia,1878,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,42908561,10.7461468,184866.2406,19923077,22985484,320213.1418,28.93169628
9857,3414021,George Bush,143,New Haven,CT,UNITED STATES,US,USA,41.31,-72.923611,North America,1946,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,42866705,5.401050196,231269.9209,28235452,14631253,299767.1678,26.69818069
4926,162870,Jay-Z,56,New York,NY,UNITED STATES,US,USA,40.692778000000004,-73.990278,North America,1969,Male,SINGER,MUSIC,ARTS,42716217,3.305492418,172100.2225,32203115,10513102,762789.5893,21.64209089
1022,21473,Nikola Tesla,111,Smiljan,,Croatia,HR,HRV,44.566666999999995,15.316667,Europe,1856,Male,INVENTOR,INVENTION,SCIENCE & TECHNOLOGY,42369769,9.144112372,684400.2446,19887570,22482199,381709.6306,27.34716656
5350,192481,50 Cent,67,New York,NY,United States,US,USA,,,North America,1975,Male,SINGER,MUSIC,ARTS,42347730,5.934493101,105984.9005,24758992,17588738,632055.6716,22.43448613
1282,25169,Quentin Tarantino,68,Knoxville,TN,UNITED STATES,US,USA,35.972778000000005,-83.942222,North America,1963,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,41489929,7.355518815,408798.5688,17643500,23846429,610146.0147,23.51020622
7312,523032,Kanye West,54,Atlanta,GA,UNITED STATES,US,USA,33.755,-84.39,North America,1977,Male,SINGER,MUSIC,ARTS,41382483,2.958805196,208288.0636,32040185,9342298,766342.2778,19.86667684
11147,25664190,Socrates,137,Athens,,Greece,GR,GRC,37.96666667,23.71666667,Europe,-469,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,40307143,12.28356931,135897.5389,11690839,28616304,294212.7226,31.652091
10632,13199916,Taylor Lautner,111,Grand Rapids,MI,UNITED STATES,US,USA,42.96125,-85.65571899999999,North America,1992,Male,ACTOR,FILM AND THEATRE,ARTS,40302818,5.936253784,343655.0023,20943556,19359262,363088.4505,18.95332099
8724,8490390,Lindsay Lohan,66,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1986,Female,ACTOR,FILM AND THEATRE,ARTS,40252855,6.207531287,128037.1199,21306837,18946018,609891.7424,20.48105884
1012,21019,Michelangelo,158,Caprese Michelangelo,,ITALY,IT,ITA,43.633333,11.983333,Europe,1475,Male,PAINTER,FINE ARTS,ARTS,39992803,10.83795294,136936.9104,14430613,25562190,253119.0063,30.43827357
7931,707815,Jason Statham,49,Shirebrook,,United Kingdom,GB,GBR,,,Europe,1967,Male,ACTOR,FILM AND THEATRE,ARTS,39879628,7.164432805,288636.1065,18603622,21276006,813869.9592,22.71903729
6729,415175,Vin Diesel,46,New York,NY,UNITED STATES,US,USA,40.7127,-74.0059,North America,1967,Male,ACTOR,FILM AND THEATRE,ARTS,39643634,7.056825454,339794.2443,18948432,20695202,861818.1304,22.44393796
4166,162617,Chuck Norris,64,Ryan,OK,UNITED STATES,US,USA,34.021667,-97.954167,North America,1940,Male,ACTOR,FILM AND THEATRE,ARTS,39583094,7.276116557999999,286280.8905,18461401,21121693,618485.8438,26.75672162
732,16095,Jimi Hendrix,83,Seattle,WA,UNITED STATES,US,USA,47.609722,-122.333056,North America,1942,Male,MUSICIAN,MUSIC,ARTS,39460548,7.672649819,116896.4358,18685074,20775474,475428.2892,27.92576209
2794,69323,Justin Timberlake,69,Memphis,TN,UNITED STATES,US,USA,35.117365,-89.971068,North America,1981,Male,SINGER,MUSIC,ARTS,39421979,5.556528135,271672.9243,23672034,15749945,571333.029,20.29366979
438,10671,Friedrich Nietzsche,117,Röcken,,Germany,DE,DEU,51.240833,12.116111,Europe,1844,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,39344570,10.9770834,263618.5565,13168185,26176385,336278.3761,28.66773559
407,10128,Elizabeth I of England,106,London,,United Kingdom,GB,GBR,51.482222,-0.006667,Europe,1533,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,39290364,6.24476129,128875.4723,22957438,16332926,370663.8113,29.00054279
231,5142,Charlie Chaplin,145,Walworth,,UNITED KINGDOM,GB,GBR,51.4898,-0.0905,Europe,1889,Male,ACTOR,FILM AND THEATRE,ARTS,38615107,9.534382776000001,449279.7602,17093043,21522064,266311.0828,27.77041257
1096,23805,Pope John Paul II,110,Wadowice,,POLAND,PL,POL,49.883333,19.483333,Europe,1920,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,38369456,9.284217128,480923.0148,10548169,27821287,348813.2364,27.44233133
2713,66164,Ronaldo,75,Rio de Janeiro,,BRAZIL,BR,BRA,-22.908333,-43.196389,South America,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,38313289,11.19764377,210732.8894,14546961,23766328,510843.8533,22.53370737
7319,524577,Ronaldinho,77,Porto Alegre,,BRAZIL,BR,BRA,-30.033056,-51.23,South America,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,38309688,10.68728237,212406.2667,14213401,24096287,497528.4156,21.86520217
1742,40112,Salvador Dalí,122,Figueres,,SPAIN,ES,ESP,42.266667,2.965,Europe,1904,Male,PAINTER,FINE ARTS,ARTS,37482606,9.781639291,157239.1092,15023975,22458631,307234.4754,28.59300436
947,19831,Margaret Thatcher,96,Grantham,,UNITED KINGDOM,GB,GBR,52.918,-0.638,Europe,1925,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,37450537,6.790146394,772675.5399,21220284,16230253,390109.7604,25.91617502
2653,64673,Bruce Willis,72,Idar-Oberstein,,Germany,DE,DEU,49.711389000000004,7.313056,Europe,1955,Male,ACTOR,FILM AND THEATRE,ARTS,37426877,7.011203194,215179.8116,17346389,20080488,519817.7361,25.13614361
5582,262376,Roger Federer,101,Basel,,SWITZERLAND,CH,CHE,47.566666999999995,7.6,Europe,1981,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,36800261,7.171275034,459159.42,18392290,18407971,364359.0198,20.49212352
337,8618,David Beckham,81,Leytonstone,,UNITED KINGDOM,GB,GBR,51.568999999999996,0.01,Europe,1975,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,36709829,8.108126454,230186.9724,18690604,18019225,453207.7654,22.04204276
3237,86665,Jim Carrey,74,Newmarket,,CANADA,CA,CAN,44.06,-79.45,North America,1962,Male,ACTOR,FILM AND THEATRE,ARTS,36248249,6.425185148,151370.7143,19508404,16739845,489841.2027,24.12126821
6171,331124,Christian Bale,59,Haverfordwest,,UNITED KINGDOM,GB,GBR,51.8,-4.97,Europe,1974,Male,ACTOR,FILM AND THEATRE,ARTS,35700117,4.997243499,317614.6244,21323689,14376428,605086.7288,20.82705841
10341,7567080,Martin Luther,125,Eisleben,,Germany,DE,DEU,51.516667,11.55,Europe,1483,Male,RELIGIOUS FIGURE,RELIGION,INSTITUTIONS,35167994,10.747372,126082.5308,12217053,22950941,281343.952,30.03105764
2252,52139,Audrey Hepburn,80,Ixelles,,BELGIUM,BE,BEL,50.833333,4.366667,Europe,1929,Female,ACTOR,FILM AND THEATRE,ARTS,34983096,6.828489093,168482.5772,18744207,16238889,437288.7,27.16133005
10649,13736167,Paul McCartney,88,Liverpool,,United Kingdom,GB,GBR,53.443000000000005,-2.955,Europe,1942,Male,MUSICIAN,MUSIC,ARTS,33759450,6.385905076,150992.93300000002,18217133,15542317,383630.1136,27.098497100000003
